dataID,HHuniqueID,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,past_Outcome,Y_AcceptedOffer,CallDuration,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age,Job,Marital,Education,DefaultOnRecord,RecentBalance,HHInsurance,CarLoan,carMake,carModel,carYr
2735,3034,1,16,9,1,-1,0,NA,1,787,2,NA,NA,FALSE,1,TRUE,32,10,3,3,NA,NA,NA,NA,NA,NA,NA
2736,2237,1,17,10,2,151,2,1,2,211,1,NA,NA,FALSE,3,TRUE,29,2,2,1,NA,NA,NA,NA,NA,NA,NA
2737,356,1,15,9,3,-1,0,NA,2,290,2,NA,NA,FALSE,2,TRUE,47,10,1,2,NA,NA,NA,NA,NA,NA,NA
2738,3811,1,22,6,1,-1,0,NA,1,1508,1,NA,NA,FALSE,2,TRUE,32,1,2,3,NA,NA,NA,NA,NA,NA,NA
2739,390,1,30,6,3,-1,0,NA,2,22,2,NA,13,FALSE,2,FALSE,30,10,3,3,NA,NA,NA,NA,NA,NA,NA
2740,538,1,19,11,1,-1,0,NA,1,131,2,NA,NA,TRUE,4,FALSE,30,8,3,3,NA,NA,NA,NA,NA,NA,NA
2741,2229,1,30,10,1,105,3,1,2,107,2,NA,NA,FALSE,3,TRUE,60,11,2,1,NA,NA,NA,NA,NA,NA,NA
2742,2858,1,28,2,5,-1,0,NA,2,460,1,NA,10,TRUE,4,FALSE,53,8,2,2,NA,NA,NA,NA,NA,NA,NA
2743,1914,1,19,2,1,-1,0,NA,1,335,1,NA,NA,FALSE,1,FALSE,70,6,1,2,NA,NA,NA,NA,NA,NA,NA
2744,574,1,21,9,2,-1,0,NA,2,298,1,NA,NA,TRUE,2,FALSE,30,1,3,2,NA,NA,NA,NA,NA,NA,NA
2745,787,1,22,6,2,-1,0,NA,2,121,1,NA,NA,FALSE,1,FALSE,36,1,1,2,NA,NA,NA,NA,NA,NA,NA
2746,2488,1,8,9,1,345,1,2,2,139,1,NA,NA,TRUE,3,TRUE,33,2,2,2,NA,NA,NA,NA,NA,NA,NA
2747,3006,1,9,8,1,181,5,3,1,241,2,NA,NA,TRUE,1,FALSE,31,10,3,3,NA,NA,NA,NA,NA,NA,NA
2748,2039,1,29,9,1,-1,0,NA,2,90,1,NA,NA,FALSE,4,FALSE,65,6,2,2,NA,NA,NA,NA,NA,NA,NA
2749,3739,1,9,9,1,-1,0,NA,2,324,1,NA,NA,FALSE,4,TRUE,46,2,2,2,NA,NA,NA,NA,NA,NA,NA
2750,3533,1,9,9,2,-1,0,NA,2,204,2,NA,NA,TRUE,3,FALSE,47,10,3,2,NA,NA,NA,NA,NA,NA,NA
2751,459,2,10,6,7,-1,0,NA,2,227,2,NA,NA,TRUE,5,FALSE,28,9,3,3,NA,NA,NA,NA,NA,NA,NA
2752,2867,1,8,9,1,170,1,1,2,285,2,NA,NA,FALSE,5,TRUE,38,2,2,2,NA,NA,NA,NA,NA,NA,NA
2753,3963,1,25,9,1,111,1,1,2,159,2,NA,NA,TRUE,1,FALSE,26,2,3,2,NA,NA,NA,NA,NA,NA,NA
2754,2134,1,20,2,6,90,1,3,1,377,1,NA,NA,FALSE,4,FALSE,53,2,2,2,NA,NA,NA,NA,NA,NA,NA
2755,3005,1,8,7,1,-1,0,NA,2,86,1,NA,NA,TRUE,1,TRUE,60,5,2,1,NA,NA,NA,NA,NA,NA,NA
2756,649,1,22,2,2,-1,0,NA,2,40,2,NA,44,TRUE,1,TRUE,32,1,2,3,NA,NA,NA,NA,NA,NA,NA
2757,3881,1,11,2,4,-1,0,NA,1,734,2,391,NA,TRUE,2,FALSE,53,2,2,1,NA,NA,NA,NA,NA,NA,NA
2758,942,1,28,5,1,189,1,1,2,86,2,NA,58,FALSE,5,TRUE,30,5,2,3,NA,NA,NA,NA,NA,NA,NA
2759,3012,1,25,6,2,-1,0,NA,2,153,2,NA,NA,TRUE,5,FALSE,50,1,2,2,NA,NA,NA,NA,NA,NA,NA
2760,2315,1,3,8,3,-1,0,NA,1,350,2,NA,NA,TRUE,2,TRUE,50,2,2,2,NA,NA,NA,NA,NA,NA,NA
2761,2736,1,13,10,1,94,4,3,1,226,1,NA,NA,TRUE,2,FALSE,37,10,3,2,NA,NA,NA,NA,NA,NA,NA
2762,2139,1,17,2,2,397,1,1,1,343,1,NA,18,FALSE,1,FALSE,28,2,3,2,NA,NA,NA,NA,NA,NA,NA
2763,2855,2,25,9,4,358,2,1,1,500,1,NA,NA,FALSE,3,FALSE,34,8,2,2,NA,NA,NA,NA,NA,NA,NA
2764,1764,2,2,7,2,-1,0,NA,1,421,1,NA,NA,FALSE,3,FALSE,50,8,2,2,NA,NA,NA,NA,NA,NA,NA
2765,3886,1,26,5,1,307,1,1,2,98,2,270,27,FALSE,5,TRUE,52,8,1,2,NA,NA,NA,NA,NA,NA,NA
2766,3710,1,16,11,1,165,3,1,2,283,1,NA,NA,TRUE,5,TRUE,42,8,2,3,NA,NA,NA,NA,NA,NA,NA
2767,2181,1,28,5,1,-1,0,NA,2,93,2,NA,NA,TRUE,5,FALSE,39,11,2,2,NA,NA,NA,NA,NA,NA,NA
2768,3309,1,13,9,1,-1,0,NA,1,394,1,NA,NA,FALSE,4,FALSE,36,8,2,2,NA,NA,NA,NA,NA,NA,NA
2769,663,2,29,6,2,-1,0,NA,2,175,1,NA,61,TRUE,4,FALSE,32,1,1,2,NA,NA,NA,NA,NA,NA,NA
2770,516,1,31,6,2,-1,0,NA,2,66,2,NA,44,FALSE,5,TRUE,28,2,3,2,NA,NA,NA,NA,NA,NA,NA
2771,2455,1,17,1,1,-1,0,NA,2,306,1,NA,NA,FALSE,3,FALSE,75,5,2,3,NA,NA,NA,NA,NA,NA,NA
2772,2302,1,19,10,1,-1,0,NA,2,582,1,NA,NA,TRUE,2,TRUE,60,5,2,3,NA,NA,NA,NA,NA,NA,NA
2773,3629,1,18,6,1,-1,0,NA,1,560,1,NA,NA,TRUE,1,FALSE,41,4,3,2,NA,NA,NA,NA,NA,NA,NA
2774,876,1,5,7,1,-1,0,NA,2,133,1,134,NA,TRUE,4,TRUE,56,2,2,2,NA,NA,NA,NA,NA,NA,NA
2775,623,1,17,6,1,-1,0,NA,2,260,1,NA,NA,FALSE,3,FALSE,59,5,1,3,NA,NA,NA,NA,NA,NA,NA
2776,1404,1,25,2,7,-1,0,NA,1,630,2,NA,NA,TRUE,1,TRUE,40,5,2,1,NA,NA,NA,NA,NA,NA,NA
2777,2363,1,13,11,1,48,2,1,1,242,1,NA,NA,TRUE,4,TRUE,45,10,1,2,NA,NA,NA,NA,NA,NA,NA
2778,1841,1,22,2,8,-1,0,NA,2,63,2,NA,NA,FALSE,5,FALSE,34,1,2,2,NA,NA,NA,NA,NA,NA,NA
2779,3624,1,18,10,1,110,2,1,2,127,1,NA,NA,TRUE,4,TRUE,37,5,1,3,NA,NA,NA,NA,NA,NA,NA
2780,1530,1,29,9,3,-1,0,NA,2,164,1,163,NA,FALSE,1,FALSE,30,10,3,2,NA,NA,NA,NA,NA,NA,NA
2781,973,1,1,7,2,-1,0,NA,1,1144,1,NA,87,FALSE,4,FALSE,52,6,2,2,NA,NA,NA,NA,NA,NA,NA
2782,131,1,8,9,3,-1,0,NA,2,144,1,NA,10,FALSE,4,TRUE,40,4,2,3,NA,NA,NA,NA,NA,NA,NA
2783,3582,1,29,2,2,-1,0,NA,2,95,1,NA,NA,TRUE,3,TRUE,36,5,2,3,NA,NA,NA,NA,NA,NA,NA
2784,473,1,25,2,13,-1,0,NA,2,99,2,NA,11,TRUE,3,TRUE,73,6,2,3,NA,NA,NA,NA,NA,NA,NA
2785,1377,1,15,1,2,378,3,1,1,159,1,NA,NA,TRUE,2,TRUE,67,6,2,2,NA,NA,NA,NA,NA,NA,NA
2786,619,1,20,9,3,-1,0,NA,2,142,1,24,NA,TRUE,3,FALSE,42,10,2,2,NA,NA,NA,NA,NA,NA,NA
2787,2326,1,4,2,3,1,2,3,1,153,2,NA,93,FALSE,5,FALSE,41,10,2,2,NA,NA,NA,NA,NA,NA,NA
2788,3683,1,25,7,1,-1,0,NA,2,43,1,NA,NA,FALSE,4,FALSE,33,5,3,3,NA,NA,NA,NA,NA,NA,NA
2789,2587,1,13,2,2,-1,0,NA,1,496,1,NA,8,TRUE,1,FALSE,40,5,2,2,NA,NA,NA,NA,NA,NA,NA
2790,251,1,16,6,1,-1,0,NA,1,455,1,NA,NA,FALSE,4,TRUE,35,5,1,3,NA,NA,NA,NA,NA,NA,NA
2791,2027,1,19,2,8,-1,0,NA,1,1293,1,NA,50,FALSE,5,TRUE,52,8,2,1,NA,NA,NA,NA,NA,NA,NA
2792,2385,1,18,10,1,-1,0,NA,2,191,1,NA,NA,TRUE,3,TRUE,47,3,2,2,NA,NA,NA,NA,NA,NA,NA
2793,2602,1,3,7,1,-1,0,NA,2,103,1,NA,NA,TRUE,5,TRUE,25,10,3,3,NA,NA,NA,NA,NA,NA,NA
2794,2253,1,20,9,2,202,5,2,1,291,2,NA,NA,TRUE,3,TRUE,55,11,1,2,NA,NA,NA,NA,NA,NA,NA
2795,1454,1,20,7,2,-1,0,NA,1,1098,2,NA,NA,FALSE,5,TRUE,46,5,2,2,NA,NA,NA,NA,NA,NA,NA
2796,349,2,12,6,1,182,3,3,1,567,1,NA,NA,FALSE,3,FALSE,47,5,2,2,NA,NA,NA,NA,NA,NA,NA
2797,2703,1,8,2,2,-1,0,NA,2,189,1,NA,NA,FALSE,1,FALSE,40,8,2,3,NA,NA,NA,NA,NA,NA,NA
2798,2618,1,18,9,2,355,1,1,2,126,1,NA,NA,TRUE,4,TRUE,32,5,2,3,NA,NA,NA,NA,NA,NA,NA
2799,3284,1,8,12,1,184,3,3,1,246,2,NA,NA,TRUE,5,FALSE,51,6,2,1,NA,NA,NA,NA,NA,NA,NA
2800,2874,1,11,12,1,37,5,3,1,91,1,NA,NA,FALSE,2,FALSE,32,5,3,3,NA,NA,NA,NA,NA,NA,NA
2801,166,1,29,6,7,-1,0,NA,2,104,1,NA,35,FALSE,3,TRUE,34,1,3,2,NA,NA,NA,NA,NA,NA,NA
2802,3574,1,9,9,2,-1,0,NA,2,262,1,NA,7,TRUE,4,TRUE,38,2,2,2,NA,NA,NA,NA,NA,NA,NA
2803,2706,1,3,6,2,-1,0,NA,2,277,1,400,NA,TRUE,5,FALSE,40,2,2,1,NA,NA,NA,NA,NA,NA,NA
2804,1281,2,21,10,1,-1,0,NA,2,270,1,NA,NA,FALSE,3,FALSE,27,9,3,2,NA,NA,NA,NA,NA,NA,NA
2805,858,1,10,2,1,-1,0,NA,1,503,1,NA,NA,FALSE,5,TRUE,56,1,2,2,NA,NA,NA,NA,NA,NA,NA
2806,1132,1,5,9,1,-1,0,NA,2,225,1,NA,NA,TRUE,2,TRUE,31,10,3,2,NA,NA,NA,NA,NA,NA,NA
2807,866,1,20,10,2,-1,0,NA,2,642,2,NA,86,TRUE,4,TRUE,57,10,1,2,NA,NA,NA,NA,NA,NA,NA
2808,1832,1,7,2,3,-1,0,NA,1,401,1,337,NA,TRUE,5,TRUE,57,5,2,3,NA,NA,NA,NA,NA,NA,NA
2809,3481,1,4,4,5,-1,0,NA,2,281,2,NA,NA,TRUE,2,TRUE,25,8,2,2,NA,NA,NA,NA,NA,NA,NA
2810,1147,1,19,9,2,-1,0,NA,2,211,1,NA,NA,TRUE,5,TRUE,57,2,2,2,NA,NA,NA,NA,NA,NA,NA
2811,90,1,22,2,2,-1,0,NA,2,209,1,NA,52,FALSE,1,FALSE,35,6,2,1,NA,NA,NA,NA,NA,NA,NA
2812,451,1,5,8,3,-1,0,NA,1,82,1,NA,NA,FALSE,4,FALSE,59,11,1,2,NA,NA,NA,NA,NA,NA,NA
2813,1738,1,23,9,2,-1,0,NA,2,542,1,NA,NA,TRUE,4,FALSE,34,1,1,2,NA,NA,NA,NA,NA,NA,NA
2814,36,1,29,5,1,127,3,1,2,131,2,NA,NA,FALSE,4,FALSE,49,2,2,1,NA,NA,NA,NA,NA,NA,NA
2815,3131,1,4,7,1,-1,0,NA,1,920,2,NA,NA,TRUE,2,TRUE,49,10,2,2,NA,NA,NA,NA,NA,NA,NA
2816,881,1,4,4,1,-1,0,NA,1,872,1,NA,55,FALSE,1,FALSE,42,3,2,3,NA,NA,NA,NA,NA,NA,NA
2817,3955,1,25,6,1,-1,0,NA,1,2015,1,NA,NA,TRUE,4,TRUE,25,11,3,1,NA,NA,NA,NA,NA,NA,NA
2818,1054,1,9,6,1,-1,0,NA,2,134,2,357,44,FALSE,3,TRUE,33,2,3,1,NA,NA,NA,NA,NA,NA,NA
2819,1566,1,15,6,2,182,1,3,2,250,1,NA,NA,TRUE,1,FALSE,24,9,3,2,NA,NA,NA,NA,NA,NA,NA
2820,1973,1,26,9,1,-1,0,NA,2,103,2,NA,NA,TRUE,1,TRUE,55,2,2,2,NA,NA,NA,NA,NA,NA,NA
2821,2011,1,11,10,1,92,3,3,1,289,1,NA,92,FALSE,1,TRUE,63,5,2,3,NA,NA,NA,NA,NA,NA,NA
2822,2691,1,4,11,1,-1,0,NA,2,5,1,NA,NA,FALSE,1,TRUE,57,5,2,3,NA,NA,NA,NA,NA,NA,NA
2823,1055,1,6,9,1,-1,0,NA,1,530,2,NA,NA,TRUE,1,TRUE,45,10,2,2,NA,NA,NA,NA,NA,NA,NA
2824,150,1,26,9,1,-1,0,NA,2,103,2,43,NA,FALSE,5,TRUE,57,7,3,1,NA,NA,NA,NA,NA,NA,NA
2825,2046,1,2,7,1,-1,0,NA,1,169,2,NA,NA,TRUE,3,TRUE,41,2,1,1,NA,NA,NA,NA,NA,NA,NA
2826,386,1,9,9,3,-1,0,NA,2,209,1,NA,NA,FALSE,2,TRUE,23,9,3,2,NA,NA,NA,NA,NA,NA,NA
2827,3385,1,17,7,1,-1,0,NA,2,79,1,NA,NA,TRUE,3,FALSE,33,5,3,3,NA,NA,NA,NA,NA,NA,NA
2828,940,1,11,11,2,503,2,1,1,383,2,NA,NA,TRUE,4,FALSE,58,10,2,2,NA,NA,NA,NA,NA,NA,NA
2829,3333,1,21,10,4,-1,0,NA,2,83,2,NA,43,FALSE,2,FALSE,23,9,3,2,NA,NA,NA,NA,NA,NA,NA
2830,3209,1,31,2,1,-1,0,NA,1,34,1,NA,NA,FALSE,3,TRUE,29,2,2,2,NA,NA,NA,NA,NA,NA,NA
2831,3432,1,14,9,2,-1,0,NA,2,197,1,NA,76,TRUE,3,FALSE,35,7,1,3,NA,NA,NA,NA,NA,NA,NA
2832,1782,1,5,9,2,-1,0,NA,2,849,2,NA,35,TRUE,5,TRUE,34,11,2,2,NA,NA,NA,NA,NA,NA,NA
2833,654,1,7,9,3,-1,0,NA,2,327,2,410,91,TRUE,5,FALSE,48,4,2,1,NA,NA,NA,NA,NA,NA,NA
2834,1771,1,8,9,1,-1,0,NA,2,131,2,NA,NA,FALSE,4,TRUE,43,10,2,2,NA,NA,NA,NA,NA,NA,NA
2835,2021,1,6,7,2,-1,0,NA,2,49,2,NA,NA,TRUE,1,FALSE,32,8,3,2,NA,NA,NA,NA,NA,NA,NA
2836,1151,1,31,6,2,-1,0,NA,1,574,1,NA,37,FALSE,3,FALSE,44,2,2,2,NA,NA,NA,NA,NA,NA,NA
2837,934,1,12,11,1,92,4,3,2,242,1,NA,NA,FALSE,3,FALSE,52,11,2,2,NA,NA,NA,NA,NA,NA,NA
2838,3161,1,17,10,1,-1,0,NA,1,224,2,NA,NA,TRUE,3,TRUE,33,8,2,2,NA,NA,NA,NA,NA,NA,NA
2839,2399,1,7,9,1,-1,0,NA,2,240,2,485,NA,TRUE,1,TRUE,39,10,2,2,NA,NA,NA,NA,NA,NA,NA
2840,3933,1,18,7,1,-1,0,NA,2,453,1,NA,NA,TRUE,3,TRUE,38,3,2,3,NA,NA,NA,NA,NA,NA,NA
2841,1016,1,17,1,1,-1,0,NA,2,150,2,512,NA,FALSE,3,FALSE,53,7,1,3,NA,NA,NA,NA,NA,NA,NA
2842,1094,1,8,2,4,-1,0,NA,1,1206,1,NA,84,TRUE,4,FALSE,40,2,2,2,NA,NA,NA,NA,NA,NA,NA
2843,3296,1,11,11,1,231,1,3,1,450,1,NA,NA,FALSE,3,FALSE,42,2,3,2,NA,NA,NA,NA,NA,NA,NA
2844,1205,1,18,9,2,-1,0,NA,1,639,2,NA,NA,TRUE,3,TRUE,39,2,2,2,NA,NA,NA,NA,NA,NA,NA
2845,3593,1,27,2,3,-1,0,NA,2,37,1,NA,NA,FALSE,5,FALSE,53,3,2,2,NA,NA,NA,NA,NA,NA,NA
2846,782,1,1,7,1,-1,0,NA,1,781,2,NA,NA,FALSE,5,TRUE,39,5,3,3,NA,NA,NA,NA,NA,NA,NA
2847,3430,1,23,12,2,92,4,3,1,409,1,NA,82,TRUE,5,TRUE,37,7,1,2,NA,NA,NA,NA,NA,NA,NA
2848,1529,1,21,10,1,-1,0,NA,1,893,1,NA,NA,FALSE,3,TRUE,29,2,3,2,NA,NA,NA,NA,NA,NA,NA
2849,2834,1,26,9,2,-1,0,NA,1,642,2,NA,NA,TRUE,5,FALSE,28,5,3,3,NA,NA,NA,NA,NA,NA,NA
2850,3622,1,8,6,2,-1,0,NA,2,606,2,422,NA,TRUE,4,FALSE,29,1,3,2,NA,NA,NA,NA,NA,NA,NA
2851,3661,2,19,10,1,175,1,2,1,623,2,NA,NA,TRUE,1,FALSE,51,10,2,3,NA,NA,NA,NA,NA,NA,NA
2852,709,1,8,9,1,303,1,1,2,50,2,NA,36,FALSE,4,TRUE,53,10,1,2,NA,NA,NA,NA,NA,NA,NA
2853,972,2,7,6,2,460,2,1,1,398,2,NA,NA,FALSE,3,FALSE,51,2,1,1,NA,NA,NA,NA,NA,NA,NA
2854,2460,1,23,6,1,-1,0,NA,2,59,1,NA,NA,TRUE,2,FALSE,43,5,2,3,NA,NA,NA,NA,NA,NA,NA
2855,1172,1,11,2,4,-1,0,NA,2,104,2,NA,NA,FALSE,4,TRUE,34,10,3,3,NA,NA,NA,NA,NA,NA,NA
2856,3258,1,28,5,5,204,2,3,1,134,2,NA,7,TRUE,4,FALSE,35,10,3,2,NA,NA,NA,NA,NA,NA,NA
2857,25,1,18,10,3,175,2,1,2,722,2,NA,NA,FALSE,4,TRUE,35,5,2,3,NA,NA,NA,NA,NA,NA,NA
2858,375,1,31,6,16,-1,0,NA,2,6,1,97,NA,FALSE,4,FALSE,39,4,2,2,NA,NA,NA,NA,NA,NA,NA
2859,820,1,13,2,2,-1,0,NA,1,1842,1,NA,NA,TRUE,2,FALSE,38,1,2,2,NA,NA,NA,NA,NA,NA,NA
2860,270,1,28,9,2,-1,0,NA,2,125,1,NA,44,TRUE,4,TRUE,37,1,2,2,NA,NA,NA,NA,NA,NA,NA
2861,2092,1,30,1,1,-1,0,NA,1,830,2,NA,47,FALSE,1,TRUE,42,11,2,2,NA,NA,NA,NA,NA,NA,NA
2862,1857,1,19,10,1,-1,0,NA,2,101,2,NA,NA,TRUE,4,TRUE,45,1,1,2,NA,NA,NA,NA,NA,NA,NA
2863,439,1,30,11,1,197,1,1,1,175,1,NA,66,FALSE,3,FALSE,57,5,1,2,NA,NA,NA,NA,NA,NA,NA
2864,3713,1,20,2,1,-1,0,NA,1,474,1,NA,49,TRUE,1,FALSE,41,3,2,2,NA,NA,NA,NA,NA,NA,NA
2865,1200,2,6,1,1,-1,0,NA,2,216,1,NA,NA,TRUE,1,TRUE,37,1,3,3,NA,NA,NA,NA,NA,NA,NA
2866,2748,1,18,2,4,-1,0,NA,2,155,1,NA,53,TRUE,4,TRUE,36,3,2,3,NA,NA,NA,NA,NA,NA,NA
2867,2115,1,5,4,2,202,1,2,2,606,2,NA,NA,FALSE,4,TRUE,26,1,3,2,NA,NA,NA,NA,NA,NA,NA
2868,2984,1,10,2,1,102,1,3,2,158,2,NA,NA,FALSE,3,TRUE,42,5,3,3,NA,NA,NA,NA,NA,NA,NA
2869,2929,1,12,7,2,-1,0,NA,1,577,1,NA,NA,FALSE,1,FALSE,40,2,2,2,NA,NA,NA,NA,NA,NA,NA
2870,3786,1,30,5,2,-1,0,NA,2,462,1,NA,NA,FALSE,5,TRUE,54,1,1,2,NA,NA,NA,NA,NA,NA,NA
2871,3753,1,24,6,1,-1,0,NA,2,187,2,408,NA,TRUE,5,FALSE,34,5,2,2,NA,NA,NA,NA,NA,NA,NA
2872,1138,1,1,7,1,237,2,1,1,326,2,NA,NA,TRUE,3,TRUE,62,6,2,3,NA,NA,NA,NA,NA,NA,NA
2873,3936,1,19,7,1,-1,0,NA,2,395,2,NA,NA,TRUE,2,TRUE,50,5,2,3,NA,NA,NA,NA,NA,NA,NA
2874,3590,1,6,1,2,-1,0,NA,2,223,1,NA,NA,FALSE,5,TRUE,40,3,3,2,NA,NA,NA,NA,NA,NA,NA
2875,332,1,14,9,2,356,8,3,2,154,1,459,67,FALSE,2,FALSE,29,3,3,2,NA,NA,NA,NA,NA,NA,NA
2876,2188,1,26,9,2,-1,0,NA,2,103,1,NA,NA,FALSE,2,TRUE,84,6,1,1,NA,NA,NA,NA,NA,NA,NA
2877,521,1,13,4,1,-1,0,NA,2,56,1,NA,65,FALSE,5,FALSE,29,5,3,2,NA,NA,NA,NA,NA,NA,NA
2878,1250,1,28,9,5,-1,0,NA,2,140,1,482,NA,TRUE,5,TRUE,57,8,2,2,NA,NA,NA,NA,NA,NA,NA
2879,966,1,30,9,2,-1,0,NA,2,76,2,NA,71,FALSE,3,TRUE,42,5,2,1,NA,NA,NA,NA,NA,NA,NA
2880,2534,1,9,6,5,-1,0,NA,1,556,1,NA,NA,TRUE,1,TRUE,51,11,2,2,NA,NA,NA,NA,NA,NA,NA
2881,3178,1,29,5,2,-1,0,NA,2,445,2,NA,75,FALSE,4,FALSE,31,2,2,1,NA,NA,NA,NA,NA,NA,NA
2882,2243,1,6,10,1,-1,0,NA,1,150,2,NA,NA,TRUE,2,FALSE,41,5,2,3,NA,NA,NA,NA,NA,NA,NA
2883,3708,1,18,10,1,-1,0,NA,2,679,2,NA,NA,FALSE,4,FALSE,36,2,2,2,NA,NA,NA,NA,NA,NA,NA
2884,293,1,25,5,1,202,2,3,1,696,2,NA,85,TRUE,2,FALSE,35,10,2,3,NA,NA,NA,NA,NA,NA,NA
2885,5,1,29,6,4,-1,0,NA,2,735,1,NA,NA,FALSE,5,TRUE,32,11,3,2,NA,NA,NA,NA,NA,NA,NA
2886,3688,2,20,11,1,-1,0,NA,1,373,2,NA,NA,FALSE,5,TRUE,24,9,3,2,NA,NA,NA,NA,NA,NA,NA
2887,3914,1,18,4,2,-1,0,NA,1,89,1,NA,39,FALSE,3,TRUE,41,8,3,2,NA,NA,NA,NA,NA,NA,NA
2888,3232,1,8,2,2,-1,0,NA,2,175,1,NA,NA,FALSE,2,FALSE,48,11,1,2,NA,NA,NA,NA,NA,NA,NA
2889,1111,1,12,9,1,-1,0,NA,1,985,2,NA,NA,TRUE,3,TRUE,47,2,2,2,NA,NA,NA,NA,NA,NA,NA
2890,2461,1,17,10,2,171,4,1,1,1210,1,NA,NA,FALSE,5,TRUE,53,6,2,2,NA,NA,NA,NA,NA,NA,NA
2891,10,1,4,2,2,-1,0,NA,2,416,1,NA,NA,FALSE,1,TRUE,34,5,3,3,NA,NA,NA,NA,NA,NA,NA
2892,1257,1,8,2,2,-1,0,NA,2,167,1,NA,NA,TRUE,3,FALSE,52,11,2,2,NA,NA,NA,NA,NA,NA,NA
2893,3166,1,12,7,2,-1,0,NA,2,340,1,NA,NA,FALSE,1,TRUE,43,10,1,2,NA,NA,NA,NA,NA,NA,NA
2894,529,1,16,10,1,-1,0,NA,1,330,1,NA,NA,TRUE,2,FALSE,56,6,1,1,NA,NA,NA,NA,NA,NA,NA
2895,1930,1,24,7,3,-1,0,NA,2,146,1,NA,NA,TRUE,3,TRUE,30,5,3,3,NA,NA,NA,NA,NA,NA,NA
2896,2312,1,28,5,2,-1,0,NA,1,1199,2,NA,NA,FALSE,5,FALSE,50,2,2,1,NA,NA,NA,NA,NA,NA,NA
2897,3455,2,31,6,7,-1,0,NA,2,301,2,NA,NA,TRUE,2,FALSE,45,10,2,2,NA,NA,NA,NA,NA,NA,NA
2898,3818,1,21,6,5,-1,0,NA,2,564,1,NA,NA,TRUE,5,TRUE,27,9,3,2,NA,NA,NA,NA,NA,NA,NA
2899,2978,1,16,6,1,-1,0,NA,2,178,1,NA,NA,FALSE,1,FALSE,28,8,3,2,NA,NA,NA,NA,NA,NA,NA
2900,2716,1,20,1,1,-1,0,NA,2,54,1,NA,NA,TRUE,2,FALSE,37,2,2,2,NA,NA,NA,NA,NA,NA,NA
2901,1595,1,20,10,1,-1,0,NA,2,124,1,NA,NA,TRUE,3,TRUE,38,3,3,2,NA,NA,NA,NA,NA,NA,NA
2902,2063,1,21,10,1,-1,0,NA,1,849,1,NA,69,TRUE,2,TRUE,36,1,2,3,NA,NA,NA,NA,NA,NA,NA
2903,2167,1,14,9,2,-1,0,NA,2,154,2,NA,NA,TRUE,5,TRUE,49,2,1,2,NA,NA,NA,NA,NA,NA,NA
2904,324,1,29,3,1,176,4,3,1,296,1,NA,14,TRUE,1,TRUE,41,2,2,2,NA,NA,NA,NA,NA,NA,NA
2905,328,1,16,1,3,-1,0,NA,2,301,1,NA,NA,TRUE,1,FALSE,59,6,2,1,NA,NA,NA,NA,NA,NA,NA
2906,3821,1,15,6,2,163,2,2,1,323,1,NA,27,TRUE,1,FALSE,53,5,2,1,NA,NA,NA,NA,NA,NA,NA
2907,1468,1,12,10,1,-1,0,NA,1,134,1,NA,NA,TRUE,1,FALSE,52,8,2,1,NA,NA,NA,NA,NA,NA,NA
2908,1538,1,28,9,1,-1,0,NA,2,615,2,NA,NA,TRUE,1,FALSE,43,2,2,2,NA,NA,NA,NA,NA,NA,NA
2909,2377,1,10,4,1,92,13,3,1,153,1,NA,NA,FALSE,5,FALSE,34,2,2,2,NA,NA,NA,NA,NA,NA,NA
2910,1675,1,5,7,7,-1,0,NA,2,144,2,NA,1,FALSE,3,FALSE,35,10,2,2,NA,NA,NA,NA,NA,NA,NA
2911,1278,1,29,6,6,-1,0,NA,2,215,1,NA,NA,FALSE,5,TRUE,53,2,2,1,NA,NA,NA,NA,NA,NA,NA
2912,1137,1,4,4,2,-1,0,NA,2,137,1,180,NA,TRUE,1,FALSE,34,5,2,3,NA,NA,NA,NA,NA,NA,NA
2913,1999,1,5,2,1,-1,0,NA,2,104,1,141,NA,FALSE,2,TRUE,45,1,1,2,NA,NA,NA,NA,NA,NA,NA
2914,81,1,17,7,4,-1,0,NA,2,164,1,NA,NA,FALSE,2,FALSE,54,10,2,2,NA,NA,NA,NA,NA,NA,NA
2915,3754,1,1,6,2,65,1,3,1,260,1,NA,22,FALSE,5,FALSE,56,11,2,1,NA,NA,NA,NA,NA,NA,NA
2916,1898,1,17,10,1,-1,0,NA,2,34,2,NA,NA,TRUE,1,TRUE,48,2,2,2,NA,NA,NA,NA,NA,NA,NA
2917,3065,1,28,5,1,-1,0,NA,2,300,2,NA,NA,TRUE,1,TRUE,27,2,3,2,NA,NA,NA,NA,NA,NA,NA
2918,967,1,5,9,1,-1,0,NA,2,240,2,NA,37,FALSE,5,FALSE,20,9,3,2,NA,NA,NA,NA,NA,NA,NA
2919,1031,1,1,6,3,-1,0,NA,2,281,1,NA,NA,TRUE,3,TRUE,46,8,2,2,NA,NA,NA,NA,NA,NA,NA
2920,3588,1,5,9,1,-1,0,NA,2,26,1,NA,NA,FALSE,3,TRUE,54,5,2,3,NA,NA,NA,NA,NA,NA,NA
